communityname,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,PctPopUnderPov,PopDens,LemasPctOfficDrugUn,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Edinacity,MN,46070,2.32,9.78,18.37,8.6,17.95,100.0,48936,3.21,2825.1,0.0,2.13,,36.21,59.63,736.89,2881.54,178.9,17.04,,3814.37
WestDeptfordtownship,NJ,19380,2.62,13.11,28.55,13.05,9.4,99.63,38410,5.25,1176.9,0.0,4.92,9.84,44.29,83.66,718.47,2180.01,206.68,4.92,142.71,3110.08
Gardnercity,MA,20125,2.52,11.32,26.25,11.75,14.78,0.0,28035,10.98,875.4,0.0,0.0,73.38,34.24,709.36,934.4,1560.59,239.71,4.89,816.99,2739.59
Scherervilletown,IN,19926,2.69,13.7,26.8,11.81,6.82,100.0,42658,3.43,1482.1,0.0,0.0,4.05,20.24,0,344.09,2011.9,356.23,12.14,24.29,2724.37
VanBurencity,AR,14979,2.79,15.39,28.26,12.88,10.78,100.0,21105,18.58,986.5,0.0,0.0,11.69,17.54,76,917.86,3887.75,280.62,5.85,105.23,5092.08
Piquacity,OH,20612,2.66,14.65,27.14,13.22,12.16,0.0,25026,14.18,2686.0,0.0,0.0,124.57,47.91,38.33,809.7,4412.61,206.02,14.37,210.81,5442.7
InverGroveHeightscity,MN,22477,2.88,13.87,28.46,12.85,5.05,100.0,39378,7.23,757.1,0.0,0.0,,12.13,121.31,776.35,2713.19,315.39,76.83,,3881.77
Coventrytown,CT,10063,2.77,12.36,25.42,11.7,7.53,0.0,46426,3.16,257.5,0.0,9.77,0,0,78.19,615.72,1514.86,58.64,48.87,87.96,2238.08
SanClementecity,CA,41100,2.46,10.92,25.28,11.96,11.96,100.0,46374,6.99,2271.2,0.0,6.61,22.04,68.32,218.18,815.41,1458.92,471.61,35.26,315.14,2781.21
Salemcity,MA,38091,2.41,12.45,29.41,14.63,13.69,100.0,32645,11.7,4539.0,0.0,2.65,37.13,82.23,108.75,1297.05,3363.31,992.02,7.96,230.76,5660.33
Lakewoodcity,CO,126481,2.45,12.26,26.6,12.44,9.4,100.0,34054,7.6,2992.1,3.14,4.65,24,134.71,330.58,972.38,4145.8,476.13,56.52,493.93,5650.82
Miamicity,FL,358548,2.75,12.16,24.63,11.87,14.8,100.0,16925,31.17,9728.3,5.41,33.53,53.87,1869.98,1871.83,3241.71,8415.45,2951.52,70.5,3829.21,14679.18
Manalapantownship,NJ,26716,3.15,14.65,22.53,11.15,12.07,88.24,58028,2.61,842.5,0.0,0.0,7.16,10.73,71.55,314.83,1184.17,89.44,7.16,89.44,1595.59
Narragansetttown,RI,14985,2.56,16.55,34.42,22.54,10.13,0.0,35545,13.03,1022.4,0.0,0.0,26.79,6.7,395.15,997.92,1761.44,154.04,0,428.64,2913.4
Monroecity,NC,16127,2.72,15.28,29.33,14.55,11.25,0.0,23153,16.69,1123.1,0.0,15.17,60.69,187.14,637.3,1957.41,5927.87,313.59,5.06,900.31,8203.94
BayCitycity,TX,18170,2.73,15.26,27.95,12.48,9.38,0.0,25452,22.2,2387.0,0.0,10.39,25.98,140.3,415.69,,7165.5,337.75,15.59,592.36,
Nederlandcity,TX,16192,2.61,13.59,25.01,11.43,10.2,100.0,33253,6.69,3142.9,0.0,0.0,63.79,17.4,52.19,713.29,3647.65,301.55,0,133.38,4662.49
Coatesvillecity,PA,11038,2.71,14.4,27.4,12.96,13.97,100.0,24887,18.19,5750.2,0.0,16.87,50.6,640.97,345.79,927.72,2791.6,556.63,25.3,1054.23,4301.26
Fitchburgcity,WI,15648,2.45,11.25,36.13,16.47,3.55,96.54,35550,5.34,432.5,0.0,0.0,5.82,34.92,192.08,774.16,1821.89,145.52,0,232.83,2741.56
Calntownship,PA,11997,2.92,10.34,25.13,9.92,10.2,91.19,41129,6.69,1322.0,0.0,0.0,32.78,114.74,303.23,557.29,3212.59,409.77,0,450.75,4179.64
Albuquerquecity,NM,384736,2.5,13.56,27.85,13.36,10.14,100.0,27555,13.98,2809.0,7.51,11.91,61.71,369.78,1151.97,1953.47,4896.67,852.49,55.04,1595.37,7757.66
PalmBeachGardenscity,FL,22965,2.4,11.45,21.81,9.95,13.82,100.0,44688,4.51,843.4,0.0,0.0,3.51,101.72,238.51,1150.47,4833.39,680.46,10.52,343.74,6674.85
Milfordtown,MA,25355,2.71,13.05,27.09,12.85,11.67,0.0,38180,4.45,1676.4,0.0,0.0,7.57,7.57,0,211.97,473.14,283.89,0,15.14,969
Arcatacity,CA,15197,2.5,24.16,45.34,31.54,8.78,0.0,18551,28.12,1816.1,0.0,0.0,51.52,38.64,309.12,1088.36,6246.78,341.32,25.76,399.28,7702.22
UnionCitycity,CA,53762,3.42,15.7,28.93,13.78,6.35,100.0,46988,6.51,2766.7,0.0,1.8,37.73,213.79,298.23,1146.22,3221.29,479.69,48.51,551.55,4895.71
Opelikacity,AL,22122,2.68,15.36,28.78,13.93,10.78,97.56,25369,20.77,474.8,0.0,12.5,70.81,329.04,2315.8,1807.66,4610.77,316.55,,2728.14,
Middletowntown,CT,42762,2.54,15.31,33.76,17.89,10.8,100.0,37644,7.02,1009.2,0.0,7.04,11.73,63.36,138.45,757.95,3433.06,680.51,7.04,220.58,4878.56
Dublincity,OH,16366,2.96,12.56,18.83,7.72,3.98,100.0,71996,1.04,891.7,0.0,0.0,9.15,36.61,18.3,718.47,2315.58,164.74,0,64.07,3198.79
Parsippany-TroyHillstownship,NJ,48478,2.64,11.54,28.31,12.77,8.18,100.0,50475,2.13,1958.2,0.0,6.02,22.09,30.12,90.35,785.03,1626.28,208.81,20.08,148.57,2640.19
RanchoPalosVerdescity,CA,41659,2.79,13.31,21.14,10.81,11.17,100.0,79797,3.16,2942.9,0.0,2.27,9.08,47.67,265.59,542.53,824.01,217.92,18.16,324.61,1602.62
Gulfportcity,FL,11727,2.0,7.23,16.79,7.78,31.15,100.0,21397,10.0,3988.8,0.0,0.0,16.96,296.74,991.95,2289.11,6087.33,305.21,25.43,1305.64,8707.08
Claremontcity,NH,13902,2.48,13.37,25.57,12.28,15.03,0.0,25532,13.05,311.1,0.0,0.0,198.34,0,88.15,587.67,3386.47,132.23,14.69,286.49,4121.06
Vancouvercity,WA,46380,2.3,12.39,27.16,13.52,14.24,100.0,21552,17.06,3167.2,0.0,5.69,81.59,182.16,595.83,1193.55,5512.33,683.11,75.9,865.28,7464.9
Plainfieldcity,NJ,46567,3.07,14.15,29.29,14.33,8.68,100.0,38463,12.22,7442.1,6.35,19.99,62.19,837.31,657.41,2052.19,3573.57,941.7,35.54,1576.9,6603
Edgewatercity,FL,15337,2.54,11.81,22.01,10.02,19.12,100.0,25053,10.17,2031.9,0.0,0.0,65.41,21.8,893.98,561.46,3472.34,130.83,10.9,981.19,4175.52
Sandwichtown,MA,15489,2.79,12.41,21.36,9.61,12.82,6.59,43500,4.8,347.3,0.0,0.0,12.18,18.27,511.45,596.69,1412.57,170.48,0,541.89,2179.74
NewLondontown,CT,28540,2.66,20.53,38.5,24.13,11.11,100.0,26336,15.15,4972.5,0.0,35.1,48.26,324.68,302.74,1487.36,4378.73,579.15,26.33,710.78,6471.57
TempleCitycity,CA,31100,2.81,14.02,25.54,12.49,13.07,100.0,38789,5.56,7483.2,0.0,0.0,20.65,147.48,374.59,899.6,1188.65,377.54,32.44,542.71,2498.23
Brandoncity,MS,11077,2.86,16.31,25.69,12.27,7.55,100.0,40633,7.32,905.6,0.0,7.66,7.66,15.32,183.88,551.64,490.35,76.62,7.66,214.53,1126.26
Hamtramckcity,MI,18372,2.32,11.83,24.65,12.1,18.68,100.0,16751,28.5,8412.1,0.0,30.17,,772.25,1550.53,2871.79,5544.49,2696.83,66.37,,11179.49
Branchburgtownship,NJ,10888,2.91,12.78,23.28,10.76,6.41,46.82,67833,1.68,518.8,0.0,0.0,17.09,0,59.81,256.34,1256.09,59.81,76.9,76.9,1649.15
Durhamtown,NH,11818,4.94,54.4,65.98,59.68,5.31,78.16,42477,19.5,509.3,0.0,0.0,75.37,0,33.5,368.48,1599.53,75.37,25.12,108.87,2068.5
EastLongmeadowtown,MA,13367,2.86,12.25,20.79,10.34,15.13,82.06,41372,2.98,995.0,0.0,0.0,21.85,43.71,211.25,677.45,25910.55,509.91,21.85,276.81,27119.76
Middlesexborough,NJ,13055,2.76,11.82,24.73,11.38,12.93,100.0,47643,2.89,3599.6,0.0,0.0,0,29.78,111.67,275.44,2181.2,126.55,7.44,141.44,2590.64
Brentwoodborough,PA,10823,2.34,10.46,24.26,10.93,18.04,100.0,27698,5.74,7221.1,0.0,0.0,9.48,66.39,161.23,312.97,1100.15,180.2,9.48,237.1,1602.81
MissouriCitycity,TX,36176,3.13,15.67,24.16,11.01,3.74,100.0,51984,3.4,1505.1,0.0,4.33,21.66,80.13,116.94,996.19,1764.99,335.67,4.33,223.06,3101.18
Newarkcity,CA,37861,3.15,14.25,28.94,13.16,4.98,100.0,50471,5.03,2617.6,0.0,0.0,30.18,176.03,603.52,779.54,4506.25,518.02,52.81,809.72,5856.61
SouthCharlestoncity,WV,13645,2.23,11.4,21.92,9.69,17.06,100.0,27366,11.48,2517.5,0.0,7.43,14.87,89.2,96.63,379.1,2259.72,267.6,14.87,208.13,2921.28
Sunnyvalecity,CA,117229,2.43,10.1,28.52,12.03,9.53,100.0,46403,4.69,5167.9,3.48,2.5,17.47,88.2,141.45,502.56,2967.09,431.83,40.77,249.62,3942.26
Ocalacity,FL,42045,2.42,12.66,23.73,11.67,18.68,100.0,21766,19.88,1406.2,8.4,7.4,98.08,577.38,940.1,2115.22,7766.9,460.8,46.26,1622.96,10389.18
Mahwahtownship,NJ,17905,2.63,13.66,30.57,15.04,7.53,92.68,56468,3.52,666.1,0.0,0.0,5.35,37.45,37.45,326.31,1642.24,85.59,32.1,80.24,2086.23
Scottsdalecity,AZ,130069,2.26,10.51,23.46,10.82,14.84,96.59,39037,5.89,681.0,5.2,1.9,18.38,83.02,148.3,1019.72,3398.23,609.05,14.58,251.6,5041.57
Pequannocktownship,NJ,12844,3.0,13.53,25.11,12.96,11.06,100.0,54935,1.37,1760.6,0.0,0.0,0,7.52,105.23,450.99,1758.87,97.71,15.03,112.75,2322.61
Midlandcity,TX,89443,2.7,13.53,25.47,11.35,8.51,100.0,31544,14.42,1311.3,2.61,6.12,84.72,92.88,273.54,1149.3,3557.1,346.01,26.54,457.27,5078.95
Voorheestownship,NJ,24559,2.7,11.49,24.24,10.75,7.77,100.0,51679,3.6,2043.5,0.0,7.81,23.44,132.85,105.5,691.6,3438.44,648.61,42.98,269.6,4821.63
Snellvillecity,GA,12084,3.07,15.66,25.59,12.4,7.7,100.0,46875,2.83,1277.9,0.0,0.0,27.11,20.34,33.89,454.18,2697.94,128.8,0,81.34,3280.91
DelRiocity,TX,30705,3.24,18.2,30.68,15.36,9.33,0.0,17394,38.3,2007.4,0.0,0.0,0,11.1,291.37,1262.59,3707.3,249.74,16.65,302.47,5236.28
SouthOgdencity,UT,12105,2.82,15.79,27.74,13.12,12.96,100.0,33524,7.41,3745.4,0.0,0.0,22.62,37.7,113.09,1025.33,3354.95,324.19,0,173.4,4704.46
CedarCitycity,UT,13443,3.31,23.63,38.06,23.28,7.8,0.0,23415,17.5,1160.5,0.0,0.0,31.05,6.21,55.89,440.94,2856.79,124.21,0,93.16,3421.94
Augustacity,ME,21325,2.41,12.51,25.44,12.51,14.99,0.0,25790,12.78,371.7,0.0,0.0,60.65,40.43,60.65,1268.57,4503.18,303.24,60.65,161.73,6135.65
PacificGrovecity,CA,16117,2.2,9.28,20.97,9.42,16.42,100.0,33385,6.31,5596.2,0.0,12.05,18.07,72.27,451.7,1391.23,2258.49,174.66,36.14,554.08,3860.52
SanMarcoscity,TX,28743,2.92,34.04,57.5,44.93,6.27,0.0,14816,37.13,1591.5,0.0,6.33,60.12,104.42,291.11,958.77,3518.65,262.63,28.48,461.98,4768.53
Mansfieldcity,TX,15607,3.04,15.17,27.98,12.46,5.8,0.0,38108,7.31,389.2,0.0,5.11,10.23,56.26,588.18,808.1,2189.03,143.21,5.11,659.78,3145.46
Newtowntown,CT,20779,3.06,13.35,22.6,11.01,8.03,0.17,60830,2.5,347.3,0.0,9.48,0,9.48,9.48,611.58,1114.11,118.52,14.22,28.45,1858.44
Waxahachiecity,TX,18168,2.87,16.68,29.2,14.82,12.27,0.0,24244,18.55,562.6,0.0,20.03,25.04,130.21,485.78,1827.92,6004.61,405.65,30.05,661.06,8268.23
LakeStationcity,IN,13899,2.88,15.69,28.64,13.65,10.32,100.0,28642,11.73,1617.7,0.0,0.0,62.91,125.82,503.29,999.58,3760.66,866.77,20.97,692.02,5647.98
RohnertParkcity,CA,36326,2.71,15.58,32.18,16.42,6.98,100.0,36097,8.54,5470.8,0.0,2.58,30.97,41.3,882.79,1954,2472.83,340.72,43.88,957.64,4811.44
Bartlettvillage,IL,19373,3.04,13.18,26.09,10.61,4.5,100.0,51524,2.58,1335.0,0.0,8.34,,12.51,133.48,371.25,1918.83,50.06,12.51,,2352.65
Auburncity,WA,33102,2.48,12.3,27.8,12.65,10.39,100.0,30007,10.79,1622.0,0.0,2.7,64.72,88.99,291.23,800.88,4808,560.89,56.63,447.63,6226.4
Lewisvillecity,TX,46521,2.63,13.62,34.3,15.44,3.99,97.8,36006,6.03,1246.5,0.0,1.92,61.41,95.96,134.34,1068.97,4212.57,583.43,38.38,293.63,5903.35
Springfieldcity,OR,44683,2.56,14.14,29.49,14.32,9.85,100.0,21932,16.47,3210.0,0.0,4.11,41.11,104.83,365.89,1282.68,5354.79,337.12,57.56,515.95,7032.15
Georgetowncity,TX,14842,2.87,19.07,31.42,18.42,11.43,0.0,25953,17.94,1065.0,0.0,0.0,22.31,27.89,228.68,686.04,3039.77,139.44,27.89,278.88,3893.13
GardenCitycity,MI,31846,2.84,13.29,26.8,12.06,9.29,100.0,38717,4.27,5244.7,0.0,0.0,,70.51,169.86,576.87,2961.25,272.41,28.84,,3839.37
Betheltown,CT,17541,2.84,13.56,25.07,11.38,8.04,85.14,53761,2.65,1008.2,0.0,0.0,0,16.85,78.63,258.34,848.03,44.93,22.46,95.47,1173.76
Decaturcity,AL,48761,2.55,13.51,26.19,11.94,10.99,100.0,30005,12.7,996.4,0.0,15.13,51.05,162.61,293.08,1370.85,5462.59,495.4,17.02,521.87,7345.85
NewBerncity,NC,17363,2.39,13.19,26.16,12.06,15.14,0.0,19894,23.2,1639.9,0.0,5.43,86.91,434.57,1683.96,3666.68,8593.62,597.53,65.19,2210.88,12923.03
Huntsvillecity,AL,159789,2.53,14.49,29.51,14.93,9.16,99.35,32295,11.63,938.2,4.96,11.14,50.74,198,1083.43,1590.8,6188.71,587.81,37.74,1343.3,8405.06
Waterloocity,IA,66467,2.46,13.45,24.52,11.73,14.03,100.0,23578,16.9,1059.3,4.35,13.46,74.8,185.51,387.48,1668.09,4138.05,312.67,,661.25,
Murraycity,KY,14439,2.79,29.6,44.36,35.05,14.21,0.0,16961,19.63,1886.0,0.0,0.0,41.65,20.82,270.72,527.56,2221.3,194.36,6.94,333.19,2950.16
Melbournecity,FL,59646,2.38,13.2,27.8,14.08,15.33,100.0,25893,12.84,2006.1,0.0,13.03,40.54,333.03,1074.4,1830.24,5557.33,560.37,49.23,1461.01,7997.16
Maumeecity,OH,15561,2.63,14.38,25.45,11.73,10.1,100.0,36901,3.73,1780.8,0.0,0.0,0,106.99,232.85,465.7,3580.87,232.85,6.29,339.84,4285.71
Watsonvillecity,CA,31099,3.3,15.04,30.06,14.31,11.02,100.0,27980,15.3,5071.6,0.0,3.1,37.21,396.87,1075.9,1237.13,5360.91,617.02,40.31,1513.08,7255.36
FondduLaccity,WI,37757,2.58,13.56,25.84,12.34,13.83,0.0,26826,9.57,2855.3,0.0,0.0,25.22,27.74,345.46,585.02,5804.78,229.47,47.91,398.42,6667.17
WestBloomfieldtownship,MI,54516,2.84,12.68,21.73,10.41,8.87,100.0,68654,1.81,1926.1,0.0,0.0,,17.85,110.68,365.95,1603.06,46.41,21.42,,2036.85
Tenaflyborough,NJ,13326,2.82,13.18,20.7,10.14,14.18,100.0,68742,3.29,2789.5,0.0,0.0,0,22.46,22.46,651.34,1063.11,119.79,14.97,44.92,1849.22
Bloomfieldtown,CT,19483,2.61,11.2,21.64,10.67,17.06,81.15,47853,4.13,722.9,0.0,0.0,20.51,117.92,307.61,897.21,2696.74,497.31,10.25,446.04,4101.51
Bogalusacity,LA,14280,2.51,14.54,24.13,11.27,17.29,0.0,13863,36.8,1456.0,0.0,13.33,86.62,246.54,712.95,2165.51,5563.7,279.85,39.98,1059.43,8049.04
LiveOakcity,TX,10023,2.87,15.44,28.6,12.67,4.12,100.0,35856,5.79,2064.0,0.0,0.0,17.92,35.83,206.04,501.66,3108.48,268.74,0,259.79,3878.89
ColoradoSpringsdivision,CO,286215,2.54,13.94,29.0,13.68,8.28,99.67,28539,11.05,2032.0,0.0,6.24,87.05,127.78,289.71,1197.29,4398.6,334.06,35.8,510.78,5965.75
Keansburgborough,NJ,11069,2.92,14.2,28.57,12.85,9.89,100.0,31769,9.38,9947.0,0.0,16.94,8.47,16.94,593.07,415.15,1389.48,93.2,16.94,635.43,1914.77
CollegeStationcity,TX,52456,2.93,43.38,66.64,55.32,2.55,100.0,14481,37.98,1719.2,0.0,0.0,32.56,42.84,143.96,694.08,2779.73,214.22,1.71,219.36,3689.74
Westwoodtown,MA,12557,2.83,12.3,22.83,12.42,14.74,97.08,58559,2.28,1104.7,0.0,0.0,15.46,7.73,46.39,394.31,889.13,185.56,0,69.58,1469
Plymouthtownship,MI,23648,2.68,12.98,23.98,11.43,9.26,100.0,53768,1.44,1433.9,0.0,4.12,,12.35,37.04,209.9,1461.09,209.9,4.12,,1885.01
Havelockcity,NC,20268,3.58,19.82,46.53,27.47,1.73,0.0,24553,10.55,1316.1,0.0,0.0,4.65,51.18,200.06,702.52,1660.93,116.31,13.96,255.89,2493.72
Borgercity,TX,15675,2.59,14.23,24.38,11.44,15.44,0.0,26111,15.02,1748.7,0.0,0.0,19.74,32.9,190.83,598.8,2658.42,125.02,13.16,243.47,3395.41
Chaskacity,MN,11339,2.69,12.65,30.06,12.22,5.98,0.0,34235,6.86,799.1,0.0,0.0,,14.68,95.44,425.81,2731.08,80.76,7.34,,3244.99
Dunmoreborough,PA,15403,2.57,13.39,24.77,13.52,21.03,100.0,25927,10.84,1700.3,0.0,0.0,26.91,40.37,80.74,201.84,2011.71,134.56,6.73,148.02,2354.84
Ecorsecity,MI,12180,2.67,15.43,29.15,14.79,11.36,100.0,18956,26.86,4356.2,0.0,8.62,,310.29,922.25,1361.83,1723.84,732.63,215.48,,4033.79
Dubuquecity,IA,57546,2.68,15.22,26.93,14.36,13.79,100.0,27027,10.9,2409.0,0.0,0.0,72.45,23.59,207.23,887.88,3160.64,232.5,74.13,303.26,4355.15
Woburncity,MA,35943,2.67,11.41,28.83,13.08,11.5,100.0,42679,5.1,2735.6,0.0,0.0,16.41,43.75,185.93,735.54,3002.3,866.78,30.08,246.09,4634.69
Cerescity,CA,26314,3.07,14.34,28.25,12.21,7.9,100.0,30876,15.5,4562.1,0.0,0.0,29.92,116.34,465.38,1512.48,4331.35,977.3,46.54,611.64,6867.67
CorpusChristicity,TX,257453,2.88,15.48,28.43,13.25,9.22,100.0,25773,20.0,1841.2,6.27,12.12,69.14,181.39,530.28,1639.32,6742.22,595.86,76.26,792.93,9053.65
Winnetkavillage,IL,12174,2.84,12.72,18.85,9.52,11.61,100.0,118456,1.5,3074.2,0.0,0.0,,23.84,23.84,731.15,1700.71,55.63,0,,2487.48
Waterfordtown,CT,17930,2.58,10.99,21.68,10.18,16.41,92.25,44167,3.36,528.4,0.0,5.6,22.41,72.83,235.29,521.01,3927.17,235.29,28.01,336.13,4711.48
Petalumacity,CA,43184,2.69,12.48,24.0,11.09,10.28,0.0,40926,4.16,3386.4,0.0,4.33,60.62,60.62,391.89,881.2,2372.96,287.96,28.15,517.46,3570.27
Westerlytown,RI,21605,2.55,11.78,26.23,12.27,14.94,0.0,34844,6.56,693.0,0.0,9.29,0,9.29,46.45,390.15,993.96,78.96,4.64,65.03,1467.72
OceanCitycity,NJ,15512,2.19,10.03,23.97,11.46,20.07,100.0,32018,6.59,2164.1,0.0,0.0,26.49,92.72,172.2,2715.41,7444.2,225.18,19.87,291.41,10404.66
Emmausborough,PA,11157,2.39,10.72,22.81,11.0,17.5,100.0,33410,4.23,3726.5,0.0,0.0,24.66,24.66,90.42,369.88,2391.91,115.07,8.22,139.73,2885.09
Anokacity,MN,17192,2.69,14.3,30.82,14.81,9.56,100.0,31289,8.48,2510.4,0.0,0.0,,35.62,124.68,985.57,3776.05,314.67,65.31,,5141.6
Gainesvillecity,FL,84770,2.66,25.0,42.46,29.33,8.45,100.0,21077,26.33,2347.4,8.33,4.49,93.11,412.81,1063.42,2594.62,6951.52,879.46,26.92,1573.82,10452.52
Plantationcity,FL,66692,2.52,12.47,24.85,11.7,13.02,100.0,41832,3.54,2959.4,8.33,5.27,15.81,231.92,249.05,1332.21,6178.76,1104.24,15.81,502.05,8631.03
BaldwinParkcity,CA,69330,4.17,18.77,34.53,17.32,5.16,100.0,32684,15.69,10147.8,0.0,10.94,19.14,268.02,306.31,1564.38,396.56,1016.03,21.88,604.42,2998.85
Elkhartcity,IN,43627,2.49,13.24,28.17,13.42,11.67,100.0,25291,12.5,2457.0,0.0,6.63,128.21,269.69,95.05,1744.15,6883.75,389.06,84,499.59,9100.96
Riversidecity,CA,226505,3.0,16.44,31.46,16.09,8.01,100.0,34801,11.94,2814.4,2.1,13.59,53.94,529.94,1039.29,2048.51,3967.32,1466.69,139.18,1636.75,7621.71
Naugatucktown,CT,30625,2.7,12.72,27.14,12.15,11.0,100.0,39902,4.22,1803.3,0.0,0.0,19.37,6.46,54.9,455.31,1847.07,342.29,32.29,80.73,2676.96
Pembertontownship,NJ,31342,3.12,16.0,29.09,13.14,5.9,0.0,35460,7.05,489.9,0.0,0.0,68.57,62.34,246.24,1006.8,1524.22,208.84,62.34,377.16,2802.19
LittleFallstownship,NJ,11294,2.66,16.11,30.53,18.93,15.21,100.0,44970,2.83,3962.3,0.0,0.0,16.86,101.18,202.36,590.22,3119.73,741.99,8.43,320.4,4460.37
Faribaultcity,MN,17085,2.67,13.47,25.91,11.68,12.7,0.0,24604,8.42,1425.5,0.0,0.0,,44.3,94.14,985.71,4247.42,415.33,55.38,,5703.84
Loraincity,OH,71245,2.72,14.96,26.85,12.84,12.28,100.0,24123,19.85,2859.0,0.0,2.81,71.6,117.93,113.71,1007.99,1475.48,259.72,11.23,306.05,2754.42
Mansfieldcity,OH,50627,2.51,13.65,27.64,13.77,13.49,100.0,22591,17.83,1749.7,0.0,5.62,93.59,239.58,2154.38,2367.76,4890.88,393.07,29.95,2493.17,7681.65
Hurontownship,MI,10447,2.97,15.91,28.09,13.47,7.21,23.29,41806,4.48,283.4,0.0,0.0,,9.32,242.24,847.85,1760.92,409.95,27.95,,3046.68
WestNewYorktown,NJ,38125,2.64,12.96,28.23,13.58,12.39,100.0,26361,16.4,36199.2,5.0,2.72,8.16,304.79,253.08,1630.07,2585.25,990.56,78.92,568.75,5284.79
Fayettevillecity,NC,75695,2.55,15.71,31.36,16.45,9.94,100.0,24354,18.75,1799.7,1.82,35.09,107.62,682,1264.56,2422.68,6650.37,756.87,69.02,2089.28,9898.93
ElmwoodParkborough,NJ,17623,2.61,11.11,23.94,11.61,18.06,100.0,38248,3.11,6408.4,0.0,0.0,11.17,78.2,33.51,458.02,3636.26,446.85,11.17,122.88,4552.31
Stroudtownship,PA,10600,2.66,12.81,21.97,10.57,13.2,0.0,39690,3.86,327.8,0.0,0.0,18.55,46.39,129.88,417.48,4722.14,278.32,27.83,194.82,5445.77
Warsawcity,IN,10968,2.61,13.42,27.01,12.17,12.49,0.0,29978,8.77,1122.4,0.0,0.0,22.99,7.66,0,674.43,4222.87,268.24,15.33,30.66,5180.87
MountVernoncity,WA,17647,2.56,14.1,27.35,13.21,12.17,0.0,27022,13.21,2020.0,0.0,14.27,71.36,85.63,42.82,951.47,6298.76,447.19,61.85,214.08,7759.28
SiouxFallscity,SD,99405,2.53,13.7,29.2,13.92,10.29,100.0,27123,8.61,2213.7,2.99,1.81,93.31,39.86,295.33,665.85,3143.54,176.65,26.27,430.31,4012.32
Greenevilletown,TN,13532,2.42,12.98,23.63,11.74,17.23,0.0,20066,16.56,1186.2,0.0,0.0,42.02,42.02,329.15,1911.9,3123.47,406.19,7,413.19,5448.56
Chesapeakecity,VA,151976,2.92,14.33,27.6,12.44,7.8,96.41,35737,8.97,430.6,4.6,7.13,33.44,179.28,211.08,883.8,2718.28,268.65,52.08,430.93,3922.8
HighPointcity,NC,69496,2.52,14.34,27.36,13.76,12.36,100.0,25035,12.74,1559.7,0.0,16.33,53.07,396,805.62,2803.33,5054.16,511.68,65.32,1271.02,8434.49
Alamogordocity,NM,27596,2.63,14.12,28.87,12.99,10.21,0.0,24579,13.52,1557.0,0.0,6.63,23.19,29.82,424.08,974.06,3207.1,142.46,23.19,483.72,4346.82
RockyHilltown,CT,16554,2.52,9.3,25.68,10.93,13.14,97.32,48125,2.94,1187.3,0.0,0.0,6.03,36.21,54.31,476.74,2468.17,380.18,0,96.55,3325.09
Millingtoncity,TN,17866,4.29,36.56,54.63,40.48,3.01,0.0,23815,11.19,1626.0,0.0,11.53,34.59,115.29,409.29,1689.05,2588.34,484.23,5.76,570.7,4767.39
Sacocity,ME,15181,2.54,12.92,26.84,12.38,12.05,0.0,32655,6.07,380.7,0.0,0.0,12.99,19.48,32.47,610.47,3234.19,129.89,12.99,64.94,3987.53
SevenHillscity,OH,12339,2.72,11.43,20.29,10.89,20.31,100.0,42240,1.93,2394.1,0.0,0.0,8.27,16.54,33.07,165.37,711.1,99.22,8.27,57.88,983.96
Charlestoncity,WV,57287,2.26,11.96,22.74,10.7,16.39,100.0,23584,18.77,1876.5,10.13,28.47,90.74,515.98,733.04,2300.55,7522.6,807.77,149.46,1368.23,10780.37
Westontown,MA,10200,3.04,16.57,24.53,14.69,12.67,91.49,95134,3.6,578.6,0.0,0.0,9.46,0,113.5,368.86,756.64,9.46,0,122.95,1134.97
Nilestownship,MI,12828,2.7,14.37,25.34,11.9,11.73,58.34,28745,7.62,328.5,0.0,0.0,,7.59,83.46,386.95,1691.96,106.22,37.94,,2223.07
Delawarecity,OH,20030,2.81,20.34,33.24,19.99,9.52,0.0,28975,9.8,1852.0,0.0,4.56,109.32,72.88,77.44,920.15,3275.18,223.2,54.66,264.2,4473.19
Staffordtownship,NJ,13325,2.61,12.71,21.28,10.19,18.55,0.0,31689,7.72,270.3,0.0,7.29,43.73,7.29,174.91,794.4,2084.4,72.88,21.86,233.22,2973.54
Erlangercity,KY,15979,2.71,13.49,29.51,13.42,8.09,100.0,33502,5.38,1858.0,0.0,0.0,25.15,31.44,534.46,402.41,2647.13,88.03,0,591.05,3137.58
Natchezcity,MS,19460,2.54,14.5,23.98,11.82,15.67,0.0,16769,31.79,1422.1,0.0,10.27,76.99,184.79,277.18,1452.62,5769.43,102.66,41.06,549.22,7365.77
NorthReadingtown,MA,12002,2.95,12.56,24.35,11.83,8.02,85.99,52707,2.09,873.9,0.0,0.0,0,0,64.3,305.44,1093.16,176.83,16.08,64.3,1591.51
Westminstercity,CA,78118,3.12,14.94,30.67,15.31,8.73,100.0,41364,11.44,7508.5,0.0,12.48,13.72,252.02,218.34,1507.14,3186.45,1203.96,12.48,496.56,5910.02
